metro_info,flat_status,num_of_rooms,total_area_m2,living_area_m2,kitchen_area_m2,floor,year_of_bulding,price
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['18', '24', '24'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,31.46,13.5,10.4,2,2024,5671735
"{'Underground name': ['Улица Дыбенко', 'Елизаровская', 'Ломоносовская'], 'Underground time': ['30', '19', '6'], 'Transport type': ['legs', 'legs', 'car']}",0,Студия,19.78,8.9,5.0,3,2027,5597740
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['22', '22', '22'], 'Transport type': ['car', 'car', 'car']}",0,Студия,28.44,14.9,3.2,9,2024,5636198
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['18', '24', '24'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,44.43,13.8,18.5,2,2026,5590431
"{'Underground name': ['Академическая', 'Гражданский проспект', 'Девяткино'], 'Underground time': ['15', '6', '7'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,33.9,15.6,6.3,1,2025,5630790
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['23', '22', '23'], 'Transport type': ['car', 'car', 'car']}",0,Студия,28.3,15.7,3.2,3,2024,5789954
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['18', '22', '23'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,37.64,16.4,12.1,2,2026,5641840
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['5', '8', '9'], 'Transport type': ['car', 'car', 'car']}",0,Студия,24.58,11.0,5.2,13,2025,5678496
"{'Underground name': ['Елизаровская', 'Улица Дыбенко', 'Проспект Большевиков'], 'Underground time': ['20', '7', '7'], 'Transport type': ['legs', 'car', 'car']}",0,1-комнатная,35.66,10.4,15.1,2,2025,5740814
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['18', '22', '23'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,35.3,15.0,10.4,2,2026,5347400
"{'Underground name': ['Академическая'], 'Underground time': ['17'], 'Transport type': ['car']}",1,Студия,26.6,12.6,5.0,8,2023,5320000
"{'Underground name': ['Шушары', 'Дунайская', 'Обухово'], 'Underground time': ['11', '14', '15'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,36.7,16.0,10.0,2,2025,5321500
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['18', '24', '24'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,31.5,13.4,10.4,2,2024,5473660
"{'Underground name': ['Шушары', 'Обухово', 'Дунайская'], 'Underground time': ['17', '23', '23'], 'Transport type': ['car', 'car', 'car']}",0,Студия,25.85,14.0,5.7,1,2024,5353257
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['23', '22', '22'], 'Transport type': ['car', 'car', 'car']}",0,Студия,23.7,12.3,3.7,7,2024,5524352
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['24', '24', '24'], 'Transport type': ['car', 'car', 'car']}",0,Студия,24.2,12.9,3.0,1,2024,5395342
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['18', '22', '23'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,36.92,12.2,15.7,2,2026,5492600
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['23', '23', '23'], 'Transport type': ['car', 'car', 'car']}",0,Студия,26.9,14.4,3.3,9,2024,5513587
"{'Underground name': ['Елизаровская', 'Улица Дыбенко', 'Проспект Большевиков'], 'Underground time': ['20', '7', '7'], 'Transport type': ['legs', 'car', 'car']}",0,1-комнатная,33.2,14.3,11.1,2,2025,5502900
"{'Underground name': ['Шушары', 'Дунайская', 'Обухово'], 'Underground time': ['11', '14', '15'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,37.72,15.1,10.5,5,2025,5469400
"{'Underground name': ['Академическая', 'Гражданский проспект', 'Девяткино'], 'Underground time': ['15', '6', '7'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,29.6,9.9,13.0,1,2025,5407920
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['19', '23', '23'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,40.09,11.9,18.4,7,2026,5333213
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['23', '23', '23'], 'Transport type': ['car', 'car', 'car']}",0,Студия,23.8,12.0,4.0,7,2024,5482068
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['22', '22', '22'], 'Transport type': ['car', 'car', 'car']}",0,Студия,26.58,14.9,4.1,1,2024,5390873
"{'Underground name': ['Шушары', 'Обухово', 'Дунайская'], 'Underground time': ['17', '23', '23'], 'Transport type': ['car', 'car', 'car']}",0,Студия,22.55,9.2,5.5,3,2024,5445803
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['18', '22', '23'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,35.59,12.2,14.7,2,2026,5322040
"{'Underground name': ['Шушары', 'Обухово', 'Дунайская'], 'Underground time': ['17', '23', '23'], 'Transport type': ['car', 'car', 'car']}",0,Студия,24.51,12.3,4.7,7,2024,5311853
"{'Underground name': ['Чернышевская', 'Маяковская', 'Площадь Восстания'], 'Underground time': ['7', '14', '16'], 'Transport type': ['legs', 'legs', 'legs']}",1,4-комнатная,112.8,90.0,17.0,4,1903,29500000
"{'Underground name': ['Приморская'], 'Underground time': ['11'], 'Transport type': ['car']}",0,2-комнатная,66.92,32.3,18.6,9,2024,16067492
"{'Underground name': ['Площадь Ленина', 'Чернышевская', 'Новочеркасская'], 'Underground time': ['6', '8', '6'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,44.8,17.2,16.3,4,2024,15060000
"{'Underground name': ['Крестовский остров', 'Спортивная', 'Чкаловская'], 'Underground time': ['25', '2', '3'], 'Transport type': ['legs', 'car', 'car']}",1,1-комнатная,51.8,16.3,21.3,8,2024,26941180
"{'Underground name': ['Ленинский проспект', 'Проспект Ветеранов', 'Автово'], 'Underground time': ['16', '17', '18'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,49.05,27.4,10.1,3,2018,7490000
"{'Underground name': ['Волковская', 'Обводный канал', 'Бухарестская'], 'Underground time': ['8', '7', '7'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,32.4,9.3,15.9,2,2025,10006837
"{'Underground name': ['Новочеркасская', 'Площадь Александра Невского', 'Ладожская'], 'Underground time': ['5', '21', '4'], 'Transport type': ['legs', 'legs', 'car']}",1,3-комнатная,78.8,46.1,11.9,1,1940,15900000
"{'Underground name': ['Горный институт', 'Приморская', 'Василеостровская'], 'Underground time': ['откроется', '6', '5'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,35.79,10.9,17.1,8,2027,11560170
"{'Underground name': ['Ленинский проспект', 'Автово', 'Проспект Ветеранов'], 'Underground time': ['10', '11', '11'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,41.5,16.3,11.8,12,2011,5850000
"{'Underground name': ['Волковская', 'Обводный канал', 'Бухарестская'], 'Underground time': ['8', '7', '7'], 'Transport type': ['car', 'car', 'car']}",0,2-комнатная,47.8,22.5,15.3,3,2025,14118590
"{'Underground name': ['Купчино', 'Звездная', 'Шушары'], 'Underground time': ['25', '26', '27'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,29.8,16.0,5.0,1,1962,4499000
"{'Underground name': ['Новочеркасская', 'Площадь Александра Невского', 'Ладожская'], 'Underground time': ['12', '19', '4'], 'Transport type': ['legs', 'legs', 'car']}",1,3-комнатная,91.75,38.0,28.1,2,2024,30195000
"{'Underground name': ['Крестовский остров', 'Спортивная', 'Зенит'], 'Underground time': ['16', '6', '7'], 'Transport type': ['legs', 'car', 'car']}",1,1-комнатная,40.2,17.4,11.1,4,2023,18492000
"{'Underground name': ['Чкаловская', 'Спортивная', 'Крестовский остров'], 'Underground time': ['5', '29', '3'], 'Transport type': ['car', 'legs', 'car']}",0,2-комнатная,49.76,23.8,15.7,7,2024,21371920
"{'Underground name': ['Крестовский остров', 'Спортивная', 'Зенит'], 'Underground time': ['16', '6', '7'], 'Transport type': ['legs', 'car', 'car']}",1,2-комнатная,58.2,31.8,14.0,2,2023,27237600
"{'Underground name': ['Приморская', 'Василеостровская', 'Петроградская'], 'Underground time': ['15', '17', '17'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,36.62,15.1,11.1,5,2024,9200000
"{'Underground name': ['Приморская', 'Спортивная', 'Василеостровская'], 'Underground time': ['16', '24', '25'], 'Transport type': ['legs', 'legs', 'legs']}",1,2-комнатная,62.7,12.4,29.0,5,2014,16929000
"{'Underground name': ['Купчино', 'Звездная', 'Шушары'], 'Underground time': ['24', '25', '27'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,38.1,22.9,7.5,4,1967,4900000
"{'Underground name': ['Нарвская', 'Автово', 'Проспект Ветеранов'], 'Underground time': ['23', '18', '18'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,81.7,28.7,25.4,3,2022,19828434
"{'Underground name': ['Комендантский проспект', 'Беговая', 'Старая Деревня'], 'Underground time': ['9', '15', '14'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,36.79,13.1,10.7,7,2022,10794186
"{'Underground name': ['Фрунзенская', 'Московские ворота', 'Балтийская'], 'Underground time': ['9', '20', '4'], 'Transport type': ['legs', 'legs', 'car']}",1,1-комнатная,50.0,32.0,10.0,1,1925,8700000
"{'Underground name': ['Обводный канал', 'Фрунзенская', 'Звенигородская'], 'Underground time': ['18', '6', '6'], 'Transport type': ['legs', 'car', 'car']}",0,3-комнатная,76.3,32.4,20.2,2,2025,19843426
"{'Underground name': ['Комендантский проспект', 'Старая Деревня', 'Пионерская'], 'Underground time': ['9', '12', '13'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,30.8,10.0,13.0,9,2022,7500000
"{'Underground name': ['Ладожская', 'Новочеркасская', 'Чернышевская'], 'Underground time': ['26', '4', '8'], 'Transport type': ['legs', 'car', 'car']}",0,2-комнатная,59.2,27.9,18.3,2,2026,16102400
"{'Underground name': ['Автово', 'Ленинский проспект', 'Нарвская'], 'Underground time': ['18', '16', '23'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,49.9,13.1,24.3,2,2022,10764891
"{'Underground name': ['Елизаровская', 'Ломоносовская', 'Пролетарская'], 'Underground time': ['9', '25', '6'], 'Transport type': ['legs', 'legs', 'car']}",1,3-комнатная,80.0,52.0,10.1,5,1939,13400000
"{'Underground name': ['Улица Дыбенко', 'Проспект Большевиков', 'Ломоносовская'], 'Underground time': ['12', '25', '8'], 'Transport type': ['legs', 'legs', 'car']}",1,1-комнатная,46.5,19.0,11.0,5,2006,8200000
"{'Underground name': ['Площадь Мужества', 'Политехническая', 'Пионерская'], 'Underground time': ['17', '25', '5'], 'Transport type': ['legs', 'legs', 'car']}",1,1-комнатная,73.5,15.8,32.8,5,2022,30000000
